,Date,Ticker,Transaction,Transaction Price,Number of shares,Transaction Cost,Close,Net Shares,Cummulative Shares,Avg Price per Share,Cummulative Contributions,Daily Balance,Unrealized Gains(Losses)
3515,2019-02-27,TSLA,,,0.0,,314.74,-0.0,55.0,199.77272727272728,10987.5,17310.7,6323.200000000001
3516,2019-02-28,TSLA,,,0.0,,319.88,-0.0,55.0,199.77272727272728,10987.5,17593.4,6605.9000000000015
3517,2019-02-28,GOOG,,,0.0,,1119.92,-0.0,10.0,915.39,9153.9,11199.2,2045.300000000001
3518,2019-02-28,AAPL,,,0.0,,173.15,-0.0,200.0,69.185,13837.0,34630.0,20793.0
3519,2019-03-01,TSLA,,,0.0,,294.79,-0.0,55.0,199.77272727272728,10987.5,16213.45,5225.950000000001
3520,2019-03-01,GOOG,,,0.0,,1140.99,-0.0,10.0,915.39,9153.9,11409.9,2256.0
3521,2019-03-01,AAPL,,,0.0,,174.97,-0.0,200.0,69.185,13837.0,34994.0,21157.0
3522,2019-03-04,TSLA,,,0.0,,285.36,-0.0,55.0,199.77272727272728,10987.5,15694.800000000001,4707.300000000001
3523,2019-03-04,AAPL,,,0.0,,175.85,-0.0,200.0,69.185,13837.0,35170.0,21333.0
3524,2019-03-04,GOOG,,,0.0,,1147.8,-0.0,10.0,915.39,9153.9,11478.0,2324.1000000000004
3525,2019-03-05,TSLA,,,0.0,,276.54,-0.0,55.0,199.77272727272728,10987.5,15209.7,4222.200000000001
3526,2019-03-05,GOOG,,,0.0,,1162.03,-0.0,10.0,915.39,9153.9,11620.3,2466.3999999999996
3527,2019-03-05,AAPL,,,0.0,,175.53,-0.0,200.0,69.185,13837.0,35106.0,21269.0
3528,2019-03-06,TSLA,,,0.0,,276.24,-0.0,55.0,199.77272727272728,10987.5,15193.2,4205.700000000001
3529,2019-03-06,GOOG,,,0.0,,1157.86,-0.0,10.0,915.39,9153.9,11578.599999999999,2424.699999999999
3530,2019-03-06,AAPL,,,0.0,,174.52,-0.0,200.0,69.185,13837.0,34904.0,21067.0
3531,2019-03-07,AAPL,,,0.0,,172.5,-0.0,200.0,69.185,13837.0,34500.0,20663.0
3532,2019-03-07,GOOG,,,0.0,,1143.3,-0.0,10.0,915.39,9153.9,11433.0,2279.1000000000004
3533,2019-03-07,TSLA,,,0.0,,276.59,-0.0,55.0,199.77272727272728,10987.5,15212.449999999999,4224.949999999999
3534,2019-03-08,AAPL,,,0.0,,172.91,-0.0,200.0,69.185,13837.0,34582.0,20745.0
3535,2019-03-08,TSLA,,,0.0,,284.14,-0.0,55.0,199.77272727272728,10987.5,15627.699999999999,4640.199999999999
3536,2019-03-08,GOOG,,,0.0,,1142.32,-0.0,10.0,915.39,9153.9,11423.199999999999,2269.2999999999993
3537,2019-03-11,AAPL,,,0.0,,178.9,-0.0,200.0,69.185,13837.0,35780.0,21943.0
3538,2019-03-11,TSLA,,,0.0,,290.92,-0.0,55.0,199.77272727272728,10987.5,16000.6,5013.1
3539,2019-03-11,GOOG,,,0.0,,1175.76,-0.0,10.0,915.39,9153.9,11757.6,2603.7000000000007
3540,2019-03-12,AAPL,,,0.0,,180.91,-0.0,200.0,69.185,13837.0,36182.0,22345.0
3541,2019-03-12,TSLA,,,0.0,,283.36,-0.0,55.0,199.77272727272728,10987.5,15584.800000000001,4597.300000000001
3542,2019-03-12,GOOG,,,0.0,,1193.2,-0.0,10.0,915.39,9153.9,11932.0,2778.1000000000004
3543,2019-03-13,GOOG,,,0.0,,1193.32,-0.0,10.0,915.39,9153.9,11933.199999999999,2779.2999999999993
3544,2019-03-13,TSLA,,,0.0,,288.96,-0.0,55.0,199.77272727272728,10987.5,15892.8,4905.299999999999
3545,2019-03-13,AAPL,,,0.0,,181.71,-0.0,200.0,69.185,13837.0,36342.0,22505.0
3546,2019-03-14,TSLA,,,0.0,,289.96,-0.0,55.0,199.77272727272728,10987.5,15947.8,4960.299999999999
3547,2019-03-14,GOOG,,,0.0,,1185.55,-0.0,10.0,915.39,9153.9,11855.5,2701.6000000000004
3548,2019-03-14,AAPL,,,0.0,,183.73,-0.0,200.0,69.185,13837.0,36746.0,22909.0
3549,2019-03-15,TSLA,,,0.0,,275.43,-0.0,55.0,199.77272727272728,10987.5,15148.65,4161.15
3550,2019-03-15,GOOG,,,0.0,,1184.46,-0.0,10.0,915.39,9153.9,11844.6,2690.7000000000007
3551,2019-03-15,AAPL,,,0.0,,186.12,-0.0,200.0,69.185,13837.0,37224.0,23387.0
3552,2019-03-18,AAPL,,,0.0,,188.02,-0.0,200.0,69.185,13837.0,37604.0,23767.0
3553,2019-03-18,GOOG,,,0.0,,1184.26,-0.0,10.0,915.39,9153.9,11842.6,2688.7000000000007
3554,2019-03-18,TSLA,,,0.0,,269.49,-0.0,55.0,199.77272727272728,10987.5,14821.95,3834.4500000000007
3555,2019-03-19,AAPL,,,0.0,,186.53,-0.0,200.0,69.185,13837.0,37306.0,23469.0
3556,2019-03-19,GOOG,,,0.0,,1198.85,-0.0,10.0,915.39,9153.9,11988.5,2834.6000000000004
3557,2019-03-19,TSLA,,,0.0,,267.47,-0.0,55.0,199.77272727272728,10987.5,14710.850000000002,3723.350000000002
3558,2019-03-20,AAPL,,,0.0,,188.16,-0.0,200.0,69.185,13837.0,37632.0,23795.0
3559,2019-03-20,GOOG,,,0.0,,1223.97,-0.0,10.0,915.39,9153.9,12239.7,3085.800000000001
3560,2019-03-20,TSLA,,,0.0,,273.6,-0.0,55.0,199.77272727272728,10987.5,15048.000000000002,4060.500000000002
3561,2019-03-21,AAPL,,,0.0,,195.09,-0.0,200.0,69.185,13837.0,39018.0,25181.0
3562,2019-03-21,TSLA,,,0.0,,274.02,-0.0,55.0,199.77272727272728,10987.5,15071.099999999999,4083.5999999999985
3563,2019-03-21,GOOG,,,0.0,,1231.54,-0.0,10.0,915.39,9153.9,12315.4,3161.5
3564,2019-03-22,GOOG,,,0.0,,1205.5,-0.0,10.0,915.39,9153.9,12055.0,2901.1000000000004
3565,2019-03-22,AAPL,,,0.0,,191.05,-0.0,200.0,69.185,13837.0,38210.0,24373.0
3566,2019-03-22,TSLA,,,0.0,,264.53,-0.0,55.0,199.77272727272728,10987.5,14549.149999999998,3561.649999999998
3567,2019-03-25,AAPL,,,0.0,,188.74,-0.0,200.0,69.185,13837.0,37748.0,23911.0
3568,2019-03-25,GOOG,,,0.0,,1193.0,-0.0,10.0,915.39,9153.9,11930.0,2776.1000000000004
3569,2019-03-25,TSLA,,,0.0,,260.42,-0.0,55.0,199.77272727272728,10987.5,14323.1,3335.6000000000004
3570,2019-03-26,AAPL,,,0.0,,186.79,-0.0,200.0,69.185,13837.0,37358.0,23521.0
3571,2019-03-26,TSLA,,,0.0,,267.77,-0.0,55.0,199.77272727272728,10987.5,14727.349999999999,3739.8499999999985
3572,2019-03-26,GOOG,,,0.0,,1184.62,-0.0,10.0,915.39,9153.9,11846.199999999999,2692.2999999999993
3573,2019-03-27,TSLA,,,0.0,,274.83,-0.0,55.0,199.77272727272728,10987.5,15115.65,4128.15
3574,2019-03-27,GOOG,,,0.0,,1173.02,-0.0,10.0,915.39,9153.9,11730.2,2576.300000000001
3575,2019-03-27,AAPL,,,0.0,,188.47,-0.0,200.0,69.185,13837.0,37694.0,23857.0
3576,2019-03-28,GOOG,,,0.0,,1168.49,-0.0,10.0,915.39,9153.9,11684.9,2531.0
3577,2019-03-28,TSLA,,,0.0,,278.62,-0.0,55.0,199.77272727272728,10987.5,15324.1,4336.6
3578,2019-03-28,AAPL,,,0.0,,188.72,-0.0,200.0,69.185,13837.0,37744.0,23907.0
3579,2019-03-29,GOOG,,,0.0,,1173.31,-0.0,10.0,915.39,9153.9,11733.099999999999,2579.199999999999
3580,2019-03-29,TSLA,,,0.0,,279.86,-0.0,55.0,199.77272727272728,10987.5,15392.300000000001,4404.800000000001
3581,2019-03-29,AAPL,,,0.0,,189.95,-0.0,200.0,69.185,13837.0,37990.0,24153.0
3582,2019-04-01,GOOG,,,0.0,,1194.43,-0.0,10.0,915.39,9153.9,11944.300000000001,2790.4000000000015
3583,2019-04-01,AAPL,,,0.0,,191.24,-0.0,200.0,69.185,13837.0,38248.0,24411.0
3584,2019-04-01,TSLA,,,0.0,,289.18,-0.0,55.0,199.77272727272728,10987.5,15904.9,4917.4
3585,2019-04-02,TSLA,,,0.0,,285.88,-0.0,55.0,199.77272727272728,10987.5,15723.4,4735.9
3586,2019-04-02,AAPL,,,0.0,,194.02,-0.0,200.0,69.185,13837.0,38804.0,24967.0
3587,2019-04-02,GOOG,,,0.0,,1200.49,-0.0,10.0,915.39,9153.9,12004.9,2851.0
3588,2019-04-03,TSLA,,,0.0,,291.81,-0.0,55.0,199.77272727272728,10987.5,16049.55,5062.049999999999
3589,2019-04-03,AAPL,,,0.0,,195.35,-0.0,200.0,69.185,13837.0,39070.0,25233.0
3590,2019-04-03,GOOG,,,0.0,,1205.92,-0.0,10.0,915.39,9153.9,12059.2,2905.300000000001
3591,2019-04-04,AAPL,,,0.0,,195.69,-0.0,200.0,69.185,13837.0,39138.0,25301.0
3592,2019-04-04,TSLA,,,0.0,,267.78,-0.0,55.0,199.77272727272728,10987.5,14727.899999999998,3740.399999999998
3593,2019-04-04,GOOG,,,0.0,,1215.0,-0.0,10.0,915.39,9153.9,12150.0,2996.1000000000004
3594,2019-04-05,AAPL,,,0.0,,197.0,-0.0,200.0,69.185,13837.0,39400.0,25563.0
3595,2019-04-05,TSLA,,,0.0,,274.96,-0.0,55.0,199.77272727272728,10987.5,15122.8,4135.299999999999
3596,2019-04-05,GOOG,,,0.0,,1207.15,-0.0,10.0,915.39,9153.9,12071.5,2917.6000000000004
3597,2019-04-08,AAPL,,,0.0,,200.1,-0.0,200.0,69.185,13837.0,40020.0,26183.0
3598,2019-04-08,TSLA,,,0.0,,273.2,-0.0,55.0,199.77272727272728,10987.5,15026.0,4038.5
3599,2019-04-08,GOOG,,,0.0,,1203.84,-0.0,10.0,915.39,9153.9,12038.4,2884.5
3600,2019-04-09,AAPL,,,0.0,,199.5,-0.0,200.0,69.185,13837.0,39900.0,26063.0
3601,2019-04-09,TSLA,,,0.0,,272.31,-0.0,55.0,199.77272727272728,10987.5,14977.05,3989.5499999999993
3602,2019-04-09,GOOG,,,0.0,,1197.25,-0.0,10.0,915.39,9153.9,11972.5,2818.6000000000004
3603,2019-04-10,GOOG,,,0.0,,1202.16,-0.0,10.0,915.39,9153.9,12021.6,2867.7000000000007
3604,2019-04-10,AAPL,,,0.0,,200.62,-0.0,200.0,69.185,13837.0,40124.0,26287.0
3605,2019-04-10,TSLA,,,0.0,,276.06,-0.0,55.0,199.77272727272728,10987.5,15183.3,4195.799999999999
3606,2019-04-11,TSLA,,,0.0,,268.42,-0.0,55.0,199.77272727272728,10987.5,14763.1,3775.6000000000004
3607,2019-04-11,AAPL,,,0.0,,198.95,-0.0,200.0,69.185,13837.0,39790.0,25953.0
3608,2019-04-11,GOOG,,,0.0,,1204.62,-0.0,10.0,915.39,9153.9,12046.199999999999,2892.2999999999993
3609,2019-04-12,TSLA,,,0.0,,267.7,-0.0,55.0,199.77272727272728,10987.5,14723.5,3736.0
3610,2019-04-12,AAPL,,,0.0,,198.87,-0.0,200.0,69.185,13837.0,39774.0,25937.0
3611,2019-04-12,GOOG,,,0.0,,1217.87,-0.0,10.0,915.39,9153.9,12178.699999999999,3024.7999999999993
3612,2019-04-15,AAPL,,,0.0,,199.23,-0.0,200.0,69.185,13837.0,39846.0,26009.0
3613,2019-04-15,GOOG,,,0.0,,1221.1,-0.0,10.0,915.39,9153.9,12211.0,3057.1000000000004
3614,2019-04-15,TSLA,,,0.0,,266.38,-0.0,55.0,199.77272727272728,10987.5,14650.9,3663.3999999999996
3615,2019-04-16,AAPL,,,0.0,,199.25,-0.0,200.0,69.185,13837.0,39850.0,26013.0
3616,2019-04-16,TSLA,,,0.0,,273.36,-0.0,55.0,199.77272727272728,10987.5,15034.800000000001,4047.300000000001
3617,2019-04-16,GOOG,,,0.0,,1227.13,-0.0,10.0,915.39,9153.9,12271.300000000001,3117.4000000000015
3618,2019-04-17,TSLA,,,0.0,,271.23,-0.0,55.0,199.77272727272728,10987.5,14917.650000000001,3930.1500000000015
3619,2019-04-17,GOOG,,,0.0,,1236.34,-0.0,10.0,915.39,9153.9,12363.4,3209.5
3620,2019-04-17,AAPL,,,0.0,,203.13,-0.0,200.0,69.185,13837.0,40626.0,26789.0
3621,2019-04-18,TSLA,,,0.0,,273.26,-0.0,55.0,199.77272727272728,10987.5,15029.3,4041.7999999999993
3622,2019-04-18,AAPL,,,0.0,,203.86,-0.0,200.0,69.185,13837.0,40772.0,26935.0
3623,2019-04-18,GOOG,,,0.0,,1236.37,-0.0,10.0,915.39,9153.9,12363.699999999999,3209.7999999999993
3624,2019-04-22,AAPL,,,0.0,,204.53,-0.0,200.0,69.185,13837.0,40906.0,27069.0
3625,2019-04-22,GOOG,,,0.0,,1248.84,-0.0,10.0,915.39,9153.9,12488.4,3334.5
3626,2019-04-22,TSLA,,,0.0,,262.75,-0.0,55.0,199.77272727272728,10987.5,14451.25,3463.75
3627,2019-04-23,TSLA,,,0.0,,263.9,-0.0,55.0,199.77272727272728,10987.5,14514.499999999998,3526.999999999998
3628,2019-04-23,AAPL,,,0.0,,207.48,-0.0,200.0,69.185,13837.0,41496.0,27659.0
3629,2019-04-23,GOOG,,,0.0,,1264.55,-0.0,10.0,915.39,9153.9,12645.5,3491.6000000000004
3630,2019-04-24,AAPL,,,0.0,,207.16,-0.0,200.0,69.185,13837.0,41432.0,27595.0
3631,2019-04-24,TSLA,,,0.0,,258.66,-0.0,55.0,199.77272727272728,10987.5,14226.300000000001,3238.800000000001
3632,2019-04-24,GOOG,,,0.0,,1256.0,-0.0,10.0,915.39,9153.9,12560.0,3406.1000000000004
3633,2019-04-25,GOOG,,,0.0,,1263.45,-0.0,10.0,915.39,9153.9,12634.5,3480.6000000000004
3634,2019-04-25,TSLA,,,0.0,,247.63,-0.0,55.0,199.77272727272728,10987.5,13619.65,2632.1499999999996
3635,2019-04-25,AAPL,,,0.0,,205.28,-0.0,200.0,69.185,13837.0,41056.0,27219.0
3636,2019-04-26,GOOG,,,0.0,,1272.18,-0.0,10.0,915.39,9153.9,12721.800000000001,3567.9000000000015
3637,2019-04-26,AAPL,,,0.0,,204.3,-0.0,200.0,69.185,13837.0,40860.0,27023.0
3638,2019-04-26,TSLA,,,0.0,,235.14,-0.0,55.0,199.77272727272728,10987.5,12932.699999999999,1945.199999999999
3639,2019-04-29,AAPL,,,0.0,,204.61,-0.0,200.0,69.185,13837.0,40922.0,27085.0
3640,2019-04-29,GOOG,,,0.0,,1287.58,-0.0,10.0,915.39,9153.9,12875.8,3721.8999999999996
3641,2019-04-29,TSLA,,,0.0,,241.47,-0.0,55.0,199.77272727272728,10987.5,13280.85,2293.3500000000004
3642,2019-04-30,GOOG,,,0.0,,1188.48,-0.0,10.0,915.39,9153.9,11884.8,2730.8999999999996
3643,2019-04-30,AAPL,,,0.0,,200.67,-0.0,200.0,69.185,13837.0,40134.0,26297.0
3644,2019-04-30,TSLA,,,0.0,,238.69,-0.0,55.0,199.77272727272728,10987.5,13127.95,2140.4500000000007
3645,2019-05-01,GOOG,,,0.0,,1168.08,-0.0,10.0,915.39,9153.9,11680.8,2526.8999999999996
3646,2019-05-01,AAPL,,,0.0,,210.52,-0.0,200.0,69.185,13837.0,42104.0,28267.0
3647,2019-05-01,TSLA,,,0.0,,234.01,-0.0,55.0,199.77272727272728,10987.5,12870.55,1883.0499999999993
3648,2019-05-02,GOOG,,,0.0,,1162.61,-0.0,10.0,915.39,9153.9,11626.099999999999,2472.199999999999
3649,2019-05-02,AAPL,,,0.0,,209.15,-0.0,200.0,69.185,13837.0,41830.0,27993.0
3650,2019-05-02,TSLA,,,0.0,,244.1,-0.0,55.0,199.77272727272728,10987.5,13425.5,2438.0
3651,2019-05-03,AAPL,,,0.0,,211.75,-0.0,200.0,69.185,13837.0,42350.0,28513.0
3652,2019-05-03,TSLA,,,0.0,,255.03,-0.0,55.0,199.77272727272728,10987.5,14026.65,3039.1499999999996
3653,2019-05-03,GOOG,,,0.0,,1185.4,-0.0,10.0,915.39,9153.9,11854.0,2700.1000000000004
3654,2019-05-06,TSLA,,,0.0,,255.34,-0.0,55.0,199.77272727272728,10987.5,14043.7,3056.2000000000007
3655,2019-05-06,GOOG,,,0.0,,1189.39,-0.0,10.0,915.39,9153.9,11893.900000000001,2740.000000000002
3656,2019-05-06,AAPL,,,0.0,,208.48,-0.0,200.0,69.185,13837.0,41696.0,27859.0
3657,2019-05-07,TSLA,,,0.0,,247.06,-0.0,55.0,199.77272727272728,10987.5,13588.3,2600.7999999999993
3658,2019-05-07,GOOG,,,0.0,,1174.1,-0.0,10.0,915.39,9153.9,11741.0,2587.1000000000004
3659,2019-05-07,AAPL,,,0.0,,202.86,-0.0,200.0,69.185,13837.0,40572.0,26735.0
3660,2019-05-08,AAPL,,,0.0,,202.9,-0.0,200.0,69.185,13837.0,40580.0,26743.0
3661,2019-05-08,GOOG,,,0.0,,1166.27,-0.0,10.0,915.39,9153.9,11662.7,2508.800000000001
3662,2019-05-08,TSLA,,,0.0,,244.84,-0.0,55.0,199.77272727272728,10987.5,13466.2,2478.7000000000007
3663,2019-05-09,GOOG,,,0.0,,1162.38,-0.0,10.0,915.39,9153.9,11623.800000000001,2469.9000000000015
3664,2019-05-09,TSLA,,,0.0,,241.98,-0.0,55.0,199.77272727272728,10987.5,13308.9,2321.3999999999996
3665,2019-05-09,AAPL,,,0.0,,200.72,-0.0,200.0,69.185,13837.0,40144.0,26307.0
3666,2019-05-10,GOOG,,,0.0,,1164.27,-0.0,10.0,915.39,9153.9,11642.7,2488.800000000001
3667,2019-05-10,AAPL,,,0.0,,197.18,-0.0,200.0,69.185,13837.0,39436.0,25599.0
3668,2019-05-10,TSLA,,,0.0,,239.52,-0.0,55.0,199.77272727272728,10987.5,13173.6,2186.1000000000004
3669,2019-05-13,TSLA,,,0.0,,227.01,-0.0,55.0,199.77272727272728,10987.5,12485.55,1498.0499999999993
3670,2019-05-13,AAPL,,,0.0,,185.72,-0.0,200.0,69.185,13837.0,37144.0,23307.0
3671,2019-05-13,GOOG,,,0.0,,1132.03,-0.0,10.0,915.39,9153.9,11320.3,2166.3999999999996
3672,2019-05-14,AAPL,,,0.0,,188.66,-0.0,200.0,69.185,13837.0,37732.0,23895.0
3673,2019-05-14,TSLA,,,0.0,,232.31,-0.0,55.0,199.77272727272728,10987.5,12777.05,1789.5499999999993
3674,2019-05-14,GOOG,,,0.0,,1120.44,-0.0,10.0,915.39,9153.9,11204.400000000001,2050.500000000002
3675,2019-05-15,AAPL,,,0.0,,190.92,-0.0,200.0,69.185,13837.0,38184.0,24347.0
3676,2019-05-15,TSLA,,,0.0,,231.95,-0.0,55.0,199.77272727272728,10987.5,12757.25,1769.75
3677,2019-05-15,GOOG,,,0.0,,1164.21,-0.0,10.0,915.39,9153.9,11642.1,2488.2000000000007
3678,2019-05-16,GOOG,,,0.0,,1178.98,-0.0,10.0,915.39,9153.9,11789.8,2635.8999999999996
3679,2019-05-16,AAPL,,,0.0,,190.08,-0.0,200.0,69.185,13837.0,38016.0,24179.0
3680,2019-05-16,TSLA,,,0.0,,228.33,-0.0,55.0,199.77272727272728,10987.5,12558.150000000001,1570.6500000000015
3681,2019-05-17,AAPL,,,0.0,,189.0,-0.0,200.0,69.185,13837.0,37800.0,23963.0
3682,2019-05-17,GOOG,,,0.0,,1162.3,-0.0,10.0,915.39,9153.9,11623.0,2469.1000000000004
3683,2019-05-17,TSLA,,,0.0,,211.03,-0.0,55.0,199.77272727272728,10987.5,11606.65,619.1499999999996
3684,2019-05-20,TSLA,,,0.0,,205.36,-0.0,55.0,199.77272727272728,10987.5,11294.800000000001,307.3000000000011
3685,2019-05-20,AAPL,,,0.0,,183.09,-0.0,200.0,69.185,13837.0,36618.0,22781.0
3686,2019-05-20,GOOG,,,0.0,,1138.85,-0.0,10.0,915.39,9153.9,11388.5,2234.6000000000004
3687,2019-05-21,AAPL,,,0.0,,186.6,-0.0,200.0,69.185,13837.0,37320.0,23483.0
3688,2019-05-21,GOOG,,,0.0,,1149.63,-0.0,10.0,915.39,9153.9,11496.300000000001,2342.4000000000015
3689,2019-05-21,TSLA,,,0.0,,205.08,-0.0,55.0,199.77272727272728,10987.5,11279.400000000001,291.90000000000146
3690,2019-05-22,GOOG,,,0.0,,1151.42,-0.0,10.0,915.39,9153.9,11514.2,2360.300000000001
3691,2019-05-22,TSLA,,,0.0,,192.73,-0.0,55.0,199.77272727272728,10987.5,10600.15,-387.35000000000036
3692,2019-05-22,AAPL,,,0.0,,182.78,-0.0,200.0,69.185,13837.0,36556.0,22719.0
3693,2019-05-23,TSLA,,,0.0,,195.49,-0.0,55.0,199.77272727272728,10987.5,10751.95,-235.54999999999927
3694,2019-05-23,AAPL,,,0.0,,179.66,-0.0,200.0,69.185,13837.0,35932.0,22095.0
3695,2019-05-23,GOOG,,,0.0,,1140.77,-0.0,10.0,915.39,9153.9,11407.7,2253.800000000001
3696,2019-05-24,GOOG,,,0.0,,1133.47,-0.0,10.0,915.39,9153.9,11334.7,2180.800000000001
3697,2019-05-24,AAPL,,,0.0,,178.97,-0.0,200.0,69.185,13837.0,35794.0,21957.0
3698,2019-05-24,TSLA,,,0.0,,190.63,-0.0,55.0,199.77272727272728,10987.5,10484.65,-502.85000000000036
3699,2019-05-28,TSLA,,,0.0,,188.7,-0.0,55.0,199.77272727272728,10987.5,10378.5,-609.0
3700,2019-05-28,GOOG,,,0.0,,1134.15,-0.0,10.0,915.39,9153.9,11341.5,2187.6000000000004
3701,2019-05-28,AAPL,,,0.0,,178.23,-0.0,200.0,69.185,13837.0,35646.0,21809.0
3702,2019-05-29,GOOG,,,0.0,,1116.46,-0.0,10.0,915.39,9153.9,11164.6,2010.7000000000007
3703,2019-05-29,TSLA,,,0.0,,189.86,-0.0,55.0,199.77272727272728,10987.5,10442.300000000001,-545.1999999999989
3704,2019-05-29,AAPL,,,0.0,,177.38,-0.0,200.0,69.185,13837.0,35476.0,21639.0
3705,2019-05-30,AAPL,,,0.0,,178.3,-0.0,200.0,69.185,13837.0,35660.0,21823.0
3706,2019-05-30,TSLA,,,0.0,,188.22,-0.0,55.0,199.77272727272728,10987.5,10352.1,-635.3999999999996
3707,2019-05-30,GOOG,,,0.0,,1117.95,-0.0,10.0,915.39,9153.9,11179.5,2025.6000000000004
3708,2019-05-31,TSLA,,,0.0,,185.16,-0.0,55.0,199.77272727272728,10987.5,10183.8,-803.7000000000007
3709,2019-05-31,GOOG,,,0.0,,1103.63,-0.0,10.0,915.39,9153.9,11036.300000000001,1882.4000000000015
3710,2019-05-31,AAPL,,,0.0,,175.07,-0.0,200.0,69.185,13837.0,35014.0,21177.0
3711,2019-06-03,TSLA,,,0.0,,178.97,-0.0,55.0,199.77272727272728,10987.5,9843.35,-1144.1499999999996
3712,2019-06-03,AAPL,,,0.0,,173.3,-0.0,200.0,69.185,13837.0,34660.0,20823.0
3713,2019-06-03,GOOG,,,0.0,,1036.23,-0.0,10.0,915.39,9153.9,10362.3,1208.3999999999996
3714,2019-06-04,GOOG,,,0.0,,1053.05,-0.0,10.0,915.39,9153.9,10530.5,1376.6000000000004
3715,2019-06-04,TSLA,,,0.0,,193.6,-0.0,55.0,199.77272727272728,10987.5,10648.0,-339.5
3716,2019-06-04,AAPL,,,0.0,,179.64,-0.0,200.0,69.185,13837.0,35928.0,22091.0
3717,2019-06-05,GOOG,,,0.0,,1042.22,-0.0,10.0,915.39,9153.9,10422.2,1268.300000000001
3718,2019-06-05,TSLA,,,0.0,,196.59,-0.0,55.0,199.77272727272728,10987.5,10812.45,-175.04999999999927
3719,2019-06-05,AAPL,,,0.0,,182.54,-0.0,200.0,69.185,13837.0,36508.0,22671.0
3720,2019-06-06,GOOG,,,0.0,,1044.34,-0.0,10.0,915.39,9153.9,10443.4,1289.5
3721,2019-06-06,TSLA,,,0.0,,205.95,-0.0,55.0,199.77272727272728,10987.5,11327.25,339.75
3722,2019-06-06,AAPL,,,0.0,,185.22,-0.0,200.0,69.185,13837.0,37044.0,23207.0
3723,2019-06-07,TSLA,,,0.0,,204.5,-0.0,55.0,199.77272727272728,10987.5,11247.5,260.0
3724,2019-06-07,AAPL,,,0.0,,190.15,-0.0,200.0,69.185,13837.0,38030.0,24193.0
3725,2019-06-07,GOOG,,,0.0,,1066.04,-0.0,10.0,915.39,9153.9,10660.4,1506.5
3726,2019-06-10,AAPL,,,0.0,,192.58,-0.0,200.0,69.185,13837.0,38516.0,24679.0
3727,2019-06-10,GOOG,,,0.0,,1080.38,-0.0,10.0,915.39,9153.9,10803.800000000001,1649.9000000000015
3728,2019-06-10,TSLA,,,0.0,,212.88,-0.0,55.0,199.77272727272728,10987.5,11708.4,720.8999999999996
3729,2019-06-11,GOOG,,,0.0,,1078.72,-0.0,10.0,915.39,9153.9,10787.2,1633.300000000001
3730,2019-06-11,AAPL,,,0.0,,194.81,-0.0,200.0,69.185,13837.0,38962.0,25125.0
3731,2019-06-11,TSLA,,,0.0,,217.1,-0.0,55.0,199.77272727272728,10987.5,11940.5,953.0
3732,2019-06-12,TSLA,,,0.0,,209.26,-0.0,55.0,199.77272727272728,10987.5,11509.3,521.7999999999993
3733,2019-06-12,GOOG,,,0.0,,1077.03,-0.0,10.0,915.39,9153.9,10770.3,1616.3999999999996
3734,2019-06-12,AAPL,,,0.0,,194.19,-0.0,200.0,69.185,13837.0,38838.0,25001.0
3735,2019-06-13,GOOG,,,0.0,,1088.77,-0.0,10.0,915.39,9153.9,10887.7,1733.800000000001
3736,2019-06-13,AAPL,,,0.0,,194.15,-0.0,200.0,69.185,13837.0,38830.0,24993.0
3737,2019-06-13,TSLA,,,0.0,,213.91,-0.0,55.0,199.77272727272728,10987.5,11765.05,777.5499999999993
3738,2019-06-14,GOOG,,,0.0,,1085.35,-0.0,10.0,915.39,9153.9,10853.5,1699.6000000000004
3739,2019-06-14,AAPL,,,0.0,,192.74,-0.0,200.0,69.185,13837.0,38548.0,24711.0
3740,2019-06-14,TSLA,,,0.0,,214.92,-0.0,55.0,199.77272727272728,10987.5,11820.599999999999,833.0999999999985
3741,2019-06-17,GOOG,,,0.0,,1092.5,-0.0,10.0,915.39,9153.9,10925.0,1771.1000000000004
3742,2019-06-17,TSLA,,,0.0,,225.03,-0.0,55.0,199.77272727272728,10987.5,12376.65,1389.1499999999996
3743,2019-06-17,AAPL,,,0.0,,193.89,-0.0,200.0,69.185,13837.0,38778.0,24941.0
3744,2019-06-18,GOOG,,,0.0,,1103.6,-0.0,10.0,915.39,9153.9,11036.0,1882.1000000000004
3745,2019-06-18,TSLA,,,0.0,,224.74,-0.0,55.0,199.77272727272728,10987.5,12360.7,1373.2000000000007
3746,2019-06-18,AAPL,,,0.0,,198.45,-0.0,200.0,69.185,13837.0,39690.0,25853.0
3747,2019-06-19,GOOG,,,0.0,,1102.33,-0.0,10.0,915.39,9153.9,11023.3,1869.3999999999996
3748,2019-06-19,AAPL,,,0.0,,197.87,-0.0,200.0,69.185,13837.0,39574.0,25737.0
3749,2019-06-19,TSLA,,,0.0,,226.43,-0.0,55.0,199.77272727272728,10987.5,12453.65,1466.1499999999996
3750,2019-06-20,TSLA,,,0.0,,219.62,-0.0,55.0,199.77272727272728,10987.5,12079.1,1091.6000000000004
3751,2019-06-20,GOOG,,,0.0,,1111.42,-0.0,10.0,915.39,9153.9,11114.2,1960.300000000001
3752,2019-06-20,AAPL,,,0.0,,199.46,-0.0,200.0,69.185,13837.0,39892.0,26055.0
